F10.7,SSN,Datetime,Kp,Ap
115.0,95,2013-01-02,0.667,3.0
124.6,130,2013-01-03,0.0,0.0
138.4,150,2013-01-04,0.667,3.0
140.3,162,2013-01-05,0.0,0.0
137.5,160,2013-01-06,1.0,4.0
144.8,145,2013-01-07,0.667,3.0
150.5,154,2013-01-08,2.333,9.0
163.8,156,2013-01-09,0.667,3.0
168.2,148,2013-01-10,0.333,2.0
166.7,163,2013-01-11,1.667,6.0
163.0,160,2013-01-12,0.333,2.0
151.4,128,2013-01-13,3.667,22.0
149.1,119,2013-01-14,1.667,6.0
135.2,110,2013-01-15,0.333,2.0
132.6,90,2013-01-16,2.0,7.0
118.8,63,2013-01-17,3.0,15.0
111.5,43,2013-01-18,3.0,15.0
103.3,47,2013-01-19,2.667,12.0
103.2,47,2013-01-20,0.667,3.0
104.9,37,2013-01-21,1.0,4.0
106.9,55,2013-01-22,0.0,0.0
101.6,60,2013-01-23,0.333,2.0
100.2,55,2013-01-24,0.0,0.0
97.5,49,2013-01-25,3.0,15.0
96.3,66,2013-01-26,4.0,27.0
94.7,72,2013-01-27,0.333,2.0
94.7,61,2013-01-28,1.667,6.0
92.6,52,2013-01-29,0.0,0.0
93.8,53,2013-01-30,0.333,2.0
99.7,49,2013-01-31,1.0,4.0
100.7,64,2013-02-01,2.333,9.0
108.6,72,2013-02-02,1.0,4.0
107.9,80,2013-02-03,0.667,3.0
103.7,38,2013-02-04,0.333,2.0
102.2,42,2013-02-05,0.0,0.0
100.7,43,2013-02-06,1.0,4.0
100.0,62,2013-02-07,1.333,5.0
101.4,59,2013-02-08,1.333,5.0
104.8,61,2013-02-09,0.333,2.0
103.2,48,2013-02-10,1.0,4.0
102.5,56,2013-02-11,2.0,7.0
99.2,64,2013-02-12,2.667,12.0
97.8,38,2013-02-13,4.333,32.0
97.0,35,2013-02-14,2.0,7.0
97.7,45,2013-02-15,1.333,5.0
100.8,40,2013-02-16,1.0,4.0
103.1,72,2013-02-17,2.0,7.0
102.3,109,2013-02-18,3.333,18.0
106.52938599438735,114,2013-02-19,1.667,6.0
107.67160982713902,107,2013-02-20,1.0,4.0
106.2,78,2013-02-21,2.0,7.0
104.7,67,2013-02-22,3.333,18.0
97.5,50,2013-02-23,2.333,9.0
93.0,30,2013-02-24,0.667,3.0
93.5,51,2013-02-25,1.667,6.0
96.8,53,2013-02-26,1.0,4.0
100.0,58,2013-02-27,0.667,3.0
103.6,70,2013-02-28,4.0,27.0
110.6,77,2013-03-01,4.333,32.0
109.1,96,2013-03-02,3.333,18.0
110.1,92,2013-03-03,2.333,9.0
112.4,88,2013-03-04,0.667,3.0
116.6,83,2013-03-05,0.667,3.0
112.6,77,2013-03-06,0.333,2.0
112.1,66,2013-03-07,0.333,2.0
113.3,73,2013-03-08,0.667,3.0
114.6,81,2013-03-09,0.333,2.0
117.7,100,2013-03-10,2.0,7.0
118.2,101,2013-03-11,0.333,2.0
121.5,115,2013-03-12,1.0,4.0
121.5,110,2013-03-13,0.667,3.0
121.5,123,2013-03-14,0.667,3.0
121.8,111,2013-03-15,1.0,4.0
124.8,110,2013-03-16,1.333,5.0
124.5,119,2013-03-17,6.0,80.0
116.6,107,2013-03-18,1.333,5.0
109.5,66,2013-03-19,2.667,12.0
106.7,51,2013-03-20,3.333,18.0
105.3,49,2013-03-21,1.0,4.0
100.2,49,2013-03-22,2.333,9.0
97.6,49,2013-03-23,4.0,27.0
95.4,41,2013-03-24,0.333,2.0
92.2,42,2013-03-25,0.667,3.0
92.0,30,2013-03-26,0.0,0.0
92.6,35,2013-03-27,4.333,32.0
98.3,47,2013-03-28,2.333,9.0
104.8,72,2013-03-29,3.0,15.0
108.2,73,2013-03-30,2.333,9.0
113.1,95,2013-03-31,2.0,7.0
119.0,79,2013-04-01,2.0,7.0
122.1,98,2013-04-02,1.667,6.0
127.0,101,2013-04-03,1.333,5.0
128.6,93,2013-04-04,0.333,2.0
134.5,114,2013-04-05,1.333,5.0
137.3,113,2013-04-06,1.333,5.0
138.2,126,2013-04-07,0.0,0.0
139.6,122,2013-04-08,0.333,2.0
147.0,136,2013-04-09,0.333,2.0
148.6,139,2013-04-10,2.333,9.0
137.8,126,2013-04-11,2.0,7.0
138.6,125,2013-04-12,0.333,2.0
125.8,117,2013-04-13,3.0,15.0
117.5,110,2013-04-14,2.0,7.0
114.1,93,2013-04-15,2.0,7.0
114.1,93,2013-04-16,2.0,7.0
109.0,95,2013-04-17,0.333,2.0
105.9,85,2013-04-18,0.0,0.0
100.3,87,2013-04-19,0.333,2.0
105.9,90,2013-04-20,0.667,3.0
110.5,93,2013-04-21,0.333,2.0
114.1,89,2013-04-22,0.667,3.0
118.8,82,2013-04-23,2.667,12.0
116.1,98,2013-04-24,3.0,15.0
120.7,111,2013-04-25,1.667,6.0
123.5,105,2013-04-26,3.333,18.0
128.8,107,2013-04-27,1.333,5.0
133.5,102,2013-04-28,2.0,7.0
144.5,141,2013-04-29,1.333,5.0
156.7,150,2013-04-30,2.667,12.0
161.7,142,2013-05-01,3.333,18.0
151.8,104,2013-05-02,1.667,6.0
150.4,98,2013-05-03,0.667,3.0
144.1,122,2013-05-04,1.667,6.0
139.5,110,2013-05-05,0.333,2.0
133.0,108,2013-05-06,2.333,9.0
131.1,116,2013-05-07,0.667,3.0
129.3,122,2013-05-08,1.333,5.0
130.9,116,2013-05-09,0.333,2.0
127.3,125,2013-05-10,0.333,2.0
139.4,134,2013-05-11,0.667,3.0
150.4,142,2013-05-12,0.333,2.0
153.5,153,2013-05-13,0.333,2.0
151.1,160,2013-05-14,1.667,6.0
148.8,173,2013-05-15,0.667,3.0
148.0,206,2013-05-16,3.333,18.0
139.6,183,2013-05-17,2.0,7.0
135.2,133,2013-05-18,2.0,7.0
138.5,127,2013-05-19,3.667,22.0
135.2,112,2013-05-20,2.0,7.0
128.4,113,2013-05-21,2.333,9.0
136.7,131,2013-05-22,2.333,9.0
137.9,108,2013-05-23,1.667,6.0
130.6,108,2013-05-24,4.333,32.0
124.5,118,2013-05-25,5.0,48.0
123.2,96,2013-05-26,2.0,7.0
113.1,92,2013-05-27,2.333,9.0
107.6,78,2013-05-28,0.0,0.0
109.8,72,2013-05-29,0.0,0.0
106.9,73,2013-05-30,0.0,0.0
104.7,50,2013-05-31,3.667,22.0
108.8,60,2013-06-01,3.0,15.0
114.1,77,2013-06-02,2.667,12.0
115.0,64,2013-06-03,3.0,15.0
113.1,51,2013-06-04,2.667,12.0
112.1,79,2013-06-05,1.0,4.0
112.3,76,2013-06-06,4.667,39.0
113.1,48,2013-06-07,1.333,5.0
106.3,26,2013-06-08,1.0,4.0
102.5023378956883,35,2013-06-09,2.333,9.0
96.2,26,2013-06-10,0.333,2.0
92.3,16,2013-06-11,1.333,5.0
96.2,29,2013-06-12,1.0,4.0
102.0,51,2013-06-13,0.667,3.0
112.6,64,2013-06-14,1.333,5.0
114.5,95,2013-06-15,1.0,4.0
119.7,104,2013-06-16,0.333,2.0
127.8,111,2013-06-17,0.667,3.0
128.8,113,2013-06-18,0.667,3.0
127.4,123,2013-06-19,2.0,7.0
130.5,129,2013-06-20,3.333,18.0
137.6,139,2013-06-21,3.0,15.0
134.2,137,2013-06-22,2.667,12.0
132.4,118,2013-06-23,3.0,15.0
124.6,108,2013-06-24,2.667,12.0
112.9,77,2013-06-25,1.667,6.0
110.1,60,2013-06-26,0.333,2.0
102.9,61,2013-06-27,2.667,12.0
104.3,75,2013-06-28,4.667,39.0
103.6,69,2013-06-29,3.667,22.0
106.3,80,2013-06-30,2.667,12.0
111.4,77,2013-07-01,0.333,2.0
118.1,112,2013-07-02,1.0,4.0
128.7,109,2013-07-03,1.667,6.0
142.3,121,2013-07-04,1.667,6.0
145.6,109,2013-07-05,1.667,6.0
138.7,124,2013-07-06,4.0,27.0
129.8,141,2013-07-07,0.333,2.0
123.3,122,2013-07-08,0.667,3.0
124.0,110,2013-07-09,3.333,18.0
121.9,80,2013-07-10,3.333,18.0
117.1,79,2013-07-11,2.0,7.0
121.6,73,2013-07-12,3.0,15.0
117.8,36,2013-07-13,2.333,9.0
116.7,60,2013-07-14,4.0,27.0
117.9,77,2013-07-15,1.667,6.0
117.6,77,2013-07-16,1.0,4.0
114.9,73,2013-07-17,1.667,6.0
118.6,95,2013-07-18,2.333,9.0
117.3,85,2013-07-19,2.667,12.0
116.1,59,2013-07-20,0.667,3.0
112.9,53,2013-07-21,1.333,5.0
113.4,57,2013-07-22,2.667,12.0
110.1,80,2013-07-23,1.333,5.0
111.0,70,2013-07-24,1.333,5.0
110.3,85,2013-07-25,4.0,27.0
112.9,71,2013-07-26,1.667,6.0
111.3,68,2013-07-27,2.333,9.0
112.7,73,2013-07-28,2.333,9.0
115.6,103,2013-07-29,1.0,4.0
112.73149204835096,89,2013-07-30,1.667,6.0
112.0,103,2013-07-31,0.667,3.0
115.4,96,2013-08-01,0.0,0.0
116.2,114,2013-08-02,0.0,0.0
110.5,107,2013-08-03,2.0,7.0
107.9,86,2013-08-04,4.0,27.0
107.3,82,2013-08-05,2.333,9.0
106.8,71,2013-08-06,1.667,6.0
108.5,86,2013-08-07,0.0,0.0
107.3,89,2013-08-08,1.667,6.0
106.5,64,2013-08-09,1.333,5.0
105.3,72,2013-08-10,1.0,4.0
113.4,81,2013-08-11,1.0,4.0
117.2,90,2013-08-12,3.0,15.0
125.1,108,2013-08-13,2.333,9.0
128.5,108,2013-08-14,3.0,15.0
125.8,124,2013-08-15,3.333,18.0
122.9,96,2013-08-16,3.333,18.0
124.29197997074002,100,2013-08-17,1.667,6.0
129.2,110,2013-08-18,1.0,4.0
131.4,134,2013-08-19,0.667,3.0
134.6,129,2013-08-20,2.333,9.0
133.4,146,2013-08-21,4.333,32.0
134.5,139,2013-08-22,3.667,22.0
126.8,138,2013-08-23,2.333,9.0
119.9,78,2013-08-24,1.0,4.0
115.0,50,2013-08-25,1.333,5.0
113.5,43,2013-08-26,2.0,7.0
111.9,56,2013-08-27,4.333,32.0
110.3,50,2013-08-28,1.0,4.0
111.0,53,2013-08-29,0.333,2.0
109.5,71,2013-08-30,4.0,27.0
109.5,74,2013-08-31,2.333,9.0
105.6,74,2013-09-01,2.333,9.0
107.5,90,2013-09-02,0.667,3.0
107.9,72,2013-09-03,3.333,18.0
111.1,78,2013-09-04,1.333,5.0
111.9,65,2013-09-05,0.667,3.0
102.9,49,2013-09-06,1.667,6.0
100.0,37,2013-09-07,0.667,3.0
97.1,25,2013-09-08,0.0,0.0
95.6,13,2013-09-09,0.333,2.0
96.2,18,2013-09-10,2.333,9.0
94.1,60,2013-09-11,1.667,6.0
94.1,52,2013-09-12,2.667,12.0
92.7,37,2013-09-13,1.0,4.0
93.6,25,2013-09-14,0.667,3.0
93.8,13,2013-09-15,1.0,4.0
95.5,25,2013-09-16,1.0,4.0
99.7,52,2013-09-17,2.0,7.0
105.1,63,2013-09-18,2.667,12.0
108.9,63,2013-09-19,1.667,6.0
110.0,90,2013-09-20,2.0,7.0
111.2,77,2013-09-21,1.667,6.0
111.9,79,2013-09-22,0.667,3.0
108.5,72,2013-09-23,1.333,5.0
110.9,65,2013-09-24,1.333,5.0
111.7,71,2013-09-25,0.667,3.0
110.5,54,2013-09-26,0.0,0.0
108.3,63,2013-09-27,0.333,2.0
106.0,56,2013-09-28,0.0,0.0
103.4,43,2013-09-29,1.667,6.0
105.2,53,2013-09-30,0.333,2.0
107.0,48,2013-10-01,2.333,9.0
108.3,60,2013-10-02,4.667,39.0
113.9,68,2013-10-03,0.0,0.0
109.2,79,2013-10-04,0.0,0.0
105.9,57,2013-10-05,0.0,0.0
106.5,47,2013-10-06,1.333,5.0
111.8,73,2013-10-07,0.667,3.0
111.7,96,2013-10-08,5.667,67.0
113.1,106,2013-10-09,3.333,18.0
120.3,120,2013-10-10,1.0,4.0
128.5,122,2013-10-11,0.667,3.0
127.3,112,2013-10-12,2.333,9.0
128.6,132,2013-10-13,0.0,0.0
124.3,128,2013-10-14,4.0,27.0
124.5,128,2013-10-15,3.0,15.0
127.2,119,2013-10-16,2.333,9.0
135.1,146,2013-10-17,1.0,4.0
138.8,155,2013-10-18,0.333,2.0
131.6,130,2013-10-19,0.0,0.0
132.2,114,2013-10-20,1.0,4.0
134.5,128,2013-10-21,0.0,0.0
144.8,118,2013-10-22,2.0,7.0
151.1,124,2013-10-23,0.0,0.0
158.8,144,2013-10-24,0.0,0.0
159.6,138,2013-10-25,1.0,4.0
169.7,132,2013-10-26,1.0,4.0
168.18898856550993,148,2013-10-27,0.0,0.0
157.8,147,2013-10-28,0.0,0.0
150.6,150,2013-10-29,2.333,9.0
139.9,146,2013-10-30,4.0,27.0
140.5,130,2013-10-31,2.0,7.0
144.2,106,2013-11-01,0.333,2.0
139.4,101,2013-11-02,1.667,6.0
141.1,123,2013-11-03,1.667,6.0
144.9,128,2013-11-04,1.0,4.0
145.9,122,2013-11-05,1.333,5.0
150.8,145,2013-11-06,2.0,7.0
145.3,166,2013-11-07,1.667,6.0
143.3,142,2013-11-08,0.0,0.0
145.2,104,2013-11-09,1.333,5.0
151.1,101,2013-11-10,3.333,18.0
160.4,113,2013-11-11,0.333,2.0
164.0,135,2013-11-12,0.0,0.0
167.4,152,2013-11-13,0.333,2.0
172.0,173,2013-11-14,0.667,3.0
174.0,166,2013-11-15,4.0,27.0
170.6,183,2013-11-16,2.0,7.0
172.9,192,2013-11-17,1.333,5.0
159.5,145,2013-11-18,0.0,0.0
149.3,113,2013-11-19,1.0,4.0
143.5,84,2013-11-20,0.0,0.0
137.8,72,2013-11-21,0.667,3.0
139.2,67,2013-11-22,1.0,4.0
132.2,62,2013-11-23,0.0,0.0
123.9,72,2013-11-24,0.0,0.0
116.0,40,2013-11-25,0.0,0.0
118.03644517230074,37,2013-11-26,0.667,3.0
125.6,73,2013-11-27,0.0,0.0
129.3,106,2013-11-28,0.333,2.0
125.0,98,2013-11-29,1.667,6.0
127.6,95,2013-11-30,3.667,22.0
126.9,124,2013-12-01,0.667,3.0
130.0,139,2013-12-02,0.0,0.0
131.9,110,2013-12-03,1.667,6.0
134.0,117,2013-12-04,1.0,4.0
145.3,110,2013-12-05,0.667,3.0
146.1,98,2013-12-06,1.333,5.0
152.3,89,2013-12-07,2.667,12.0
160.6,95,2013-12-08,1.667,6.0
163.1,142,2013-12-09,1.333,5.0
169.9,187,2013-12-10,0.0,0.0
165.6,176,2013-12-11,1.0,4.0
159.8,151,2013-12-12,0.333,2.0
158.1,144,2013-12-13,0.667,3.0
159.0,135,2013-12-14,2.333,9.0
151.3,135,2013-12-15,1.0,4.0
149.4,114,2013-12-16,1.333,5.0
153.9,121,2013-12-17,0.667,3.0
151.1,140,2013-12-18,1.333,5.0
148.5,140,2013-12-19,1.667,6.0
144.4,143,2013-12-20,1.0,4.0
139.5,140,2013-12-21,0.333,2.0
133.4,114,2013-12-22,0.0,0.0
131.6,111,2013-12-23,0.667,3.0
124.1,109,2013-12-24,1.667,6.0
118.7,96,2013-12-25,0.333,2.0
120.6,103,2013-12-26,0.0,0.0
126.3,106,2013-12-27,0.333,2.0
130.1,100,2013-12-28,1.0,4.0
132.5,124,2013-12-29,0.0,0.0
138.2,100,2013-12-30,0.333,2.0
140.5,136,2013-12-31,0.667,3.0
154.3,124,2014-01-01,3.0,15.0
155.2,133,2014-01-02,2.333,9.0
176.3,153,2014-01-03,1.0,4.0
201.21785303385064,136,2014-01-04,1.333,5.0
210.3,134,2014-01-05,0.333,2.0
197.2,167,2014-01-06,1.333,5.0
190.63415660877425,140,2014-01-07,2.667,12.0
188.2,107,2014-01-08,1.333,5.0
178.1,120,2014-01-09,1.667,6.0
169.4,137,2014-01-10,0.333,2.0
160.7,142,2014-01-11,1.667,6.0
150.2,133,2014-01-12,3.333,18.0
138.7,117,2014-01-13,1.0,4.0
132.6,96,2014-01-14,2.667,12.0
122.1,93,2014-01-15,0.333,2.0
117.1,80,2014-01-16,0.333,2.0
124.7,74,2014-01-17,1.667,6.0
125.5,116,2014-01-18,0.0,0.0
123.4,110,2014-01-19,0.0,0.0
133.0,133,2014-01-20,0.333,2.0
141.4,129,2014-01-21,1.667,6.0
138.9,154,2014-01-22,2.667,12.0
132.1,146,2014-01-23,1.667,6.0
131.3,116,2014-01-24,0.333,2.0
129.1,100,2014-01-25,3.0,15.0
133.7,97,2014-01-26,1.333,5.0
139.6,76,2014-01-27,1.667,6.0
152.5,77,2014-01-28,2.333,9.0
151.8,94,2014-01-29,1.333,5.0
155.8,99,2014-01-30,0.0,0.0
160.9,93,2014-01-31,0.333,2.0
171.6,94,2014-02-01,2.667,12.0
184.4,118,2014-02-02,0.667,3.0
183.0,127,2014-02-03,1.333,5.0
182.9,144,2014-02-04,1.0,4.0
188.1,167,2014-02-05,1.333,5.0
186.1,171,2014-02-06,1.333,5.0
173.2,147,2014-02-07,4.0,27.0
167.2,147,2014-02-08,4.333,32.0
164.6,147,2014-02-09,3.333,18.0
156.8,137,2014-02-10,3.333,18.0
167.8,158,2014-02-11,2.667,12.0
156.1,161,2014-02-12,1.0,4.0
162.5,147,2014-02-13,0.0,0.0
162.5,130,2014-02-14,0.333,2.0
158.1,113,2014-02-15,4.333,32.0
150.2,103,2014-02-16,3.0,15.0
148.9,106,2014-02-17,2.333,9.0
147.9,127,2014-02-18,2.333,9.0
154.2,126,2014-02-19,2.333,9.0
153.0,133,2014-02-20,3.0,15.0
153.4,136,2014-02-21,3.0,15.0
159.7,146,2014-02-22,1.667,6.0
168.2,158,2014-02-23,3.667,22.0
167.2,153,2014-02-24,0.333,2.0
170.4,171,2014-02-25,2.0,7.0
174.7,207,2014-02-26,0.667,3.0
172.4,220,2014-02-27,5.333,56.0
167.5,196,2014-02-28,0.667,3.0
161.6,155,2014-03-01,2.667,12.0
158.5,158,2014-03-02,0.333,2.0
158.3,161,2014-03-03,1.333,5.0
155.4,141,2014-03-04,2.333,9.0
146.7,154,2014-03-05,2.0,7.0
146.5,127,2014-03-06,1.333,5.0
146.0,134,2014-03-07,0.667,3.0
139.5,116,2014-03-08,0.667,3.0
143.8,111,2014-03-09,0.667,3.0
149.5,113,2014-03-10,0.667,3.0
148.71596574055962,111,2014-03-11,0.667,3.0
145.8,132,2014-03-12,2.667,12.0
145.9,112,2014-03-13,0.667,3.0
142.1,109,2014-03-14,0.667,3.0
137.5,111,2014-03-15,1.0,4.0
134.2,122,2014-03-16,0.0,0.0
135.1,126,2014-03-17,1.333,5.0
137.0,136,2014-03-18,0.667,3.0
147.9,141,2014-03-19,0.667,3.0
150.1,139,2014-03-20,1.0,4.0
151.4,126,2014-03-21,1.333,5.0
153.8,146,2014-03-22,1.0,4.0
156.0,151,2014-03-23,1.667,6.0
157.7,137,2014-03-24,0.0,0.0
152.0,136,2014-03-25,3.333,18.0
152.5,112,2014-03-26,1.0,4.0
147.0943504698755,115,2014-03-27,0.333,2.0
144.05584636798716,122,2014-03-28,3.0,15.0
142.3,118,2014-03-29,2.667,12.0
148.1,101,2014-03-30,0.667,3.0
152.1,118,2014-03-31,0.333,2.0
153.1,96,2014-04-01,2.333,9.0
154.6,114,2014-04-02,1.333,5.0
153.0,133,2014-04-03,1.333,5.0
157.0,158,2014-04-04,0.333,2.0
142.3,135,2014-04-05,3.0,15.0
141.2,121,2014-04-06,1.0,4.0
140.2,114,2014-04-07,1.667,6.0
132.4,117,2014-04-08,0.0,0.0
131.0,94,2014-04-09,0.667,3.0
137.3,65,2014-04-10,0.333,2.0
138.2,61,2014-04-11,3.667,22.0
136.5,73,2014-04-12,2.333,9.0
137.9,80,2014-04-13,2.333,9.0
151.2,105,2014-04-14,1.667,6.0
163.0,145,2014-04-15,1.0,4.0
185.2,187,2014-04-16,2.0,7.0
180.3,199,2014-04-17,1.0,4.0
173.7,178,2014-04-18,2.667,12.0
170.8,178,2014-04-19,1.333,5.0
164.1,173,2014-04-20,3.667,22.0
160.4,150,2014-04-21,1.0,4.0
146.3,123,2014-04-22,0.667,3.0
137.6,85,2014-04-23,2.0,7.0
131.6,72,2014-04-24,2.667,12.0
126.2,57,2014-04-25,1.333,5.0
122.3,45,2014-04-26,1.667,6.0
119.6,77,2014-04-27,1.667,6.0
122.5,80,2014-04-28,1.333,5.0
121.8,77,2014-04-29,3.333,18.0
125.5,82,2014-04-30,1.0,4.0
127.7,88,2014-05-01,0.333,2.0
137.6,115,2014-05-02,0.0,0.0
134.8,123,2014-05-03,3.0,15.0
133.7,127,2014-05-04,1.333,5.0
141.5,142,2014-05-05,1.667,6.0
141.3,148,2014-05-06,0.0,0.0
148.6,120,2014-05-07,2.0,7.0
150.8,132,2014-05-08,4.0,27.0
155.2,139,2014-05-09,0.667,3.0
155.1,123,2014-05-10,2.667,12.0
167.7,150,2014-05-11,2.333,9.0
166.3,154,2014-05-12,1.333,5.0
162.7,133,2014-05-13,0.667,3.0
166.7,166,2014-05-14,1.333,5.0
155.5,156,2014-05-15,1.0,4.0
141.8,133,2014-05-16,0.0,0.0
136.6,151,2014-05-17,0.333,2.0
130.4,138,2014-05-18,1.0,4.0
119.7,102,2014-05-19,1.667,6.0
120.1,87,2014-05-20,0.0,0.0
116.7,85,2014-05-21,0.333,2.0
114.1,66,2014-05-22,3.333,18.0
119.2,91,2014-05-23,5.333,56.0
127.7,109,2014-05-24,1.0,4.0
116.0,109,2014-05-25,0.0,0.0
111.1,91,2014-05-26,0.333,2.0
108.7,78,2014-05-27,1.0,4.0
102.1,70,2014-05-28,1.0,4.0
105.5,48,2014-05-29,1.0,4.0
104.4,55,2014-05-30,1.333,5.0
106.6,57,2014-05-31,0.0,0.0
106.2,64,2014-06-01,0.667,3.0
108.3,62,2014-06-02,2.333,9.0
110.1,74,2014-06-03,0.667,3.0
108.5,64,2014-06-04,2.0,7.0
113.8,87,2014-06-05,2.667,12.0
136.9,119,2014-06-06,1.667,6.0
140.8,133,2014-06-07,4.0,27.0
153.1,142,2014-06-08,1.667,6.0
166.1,156,2014-06-09,0.667,3.0
171.3,162,2014-06-10,2.0,7.0
173.6,174,2014-06-11,1.0,4.0
179.9,197,2014-06-12,0.667,3.0
157.5,182,2014-06-13,1.333,5.0
148.0,137,2014-06-14,1.0,4.0
134.3,74,2014-06-15,0.667,3.0
120.5,84,2014-06-16,1.0,4.0
118.0,95,2014-06-17,3.333,18.0
114.4,120,2014-06-18,4.667,39.0
114.7,95,2014-06-19,2.0,7.0
105.5,80,2014-06-20,2.0,7.0
104.5,93,2014-06-21,0.667,3.0
97.3,90,2014-06-22,1.333,5.0
95.6,77,2014-06-23,3.0,15.0
96.6,40,2014-06-24,0.667,3.0
100.2,55,2014-06-25,2.0,7.0
103.3,67,2014-06-26,0.0,0.0
107.6,67,2014-06-27,0.667,3.0
118.4,71,2014-06-28,0.667,3.0
129.9,93,2014-06-29,3.0,15.0
145.2,132,2014-06-30,0.667,3.0
156.9,134,2014-07-01,0.333,2.0
175.1,145,2014-07-02,0.667,3.0
184.1,167,2014-07-03,0.333,2.0
193.9,172,2014-07-04,0.667,3.0
199.4,194,2014-07-05,1.333,5.0
207.7,185,2014-07-06,1.333,5.0
204.5,197,2014-07-07,0.667,3.0
208.1,183,2014-07-08,1.667,6.0
205.0,162,2014-07-09,2.667,12.0
183.3,161,2014-07-10,1.333,5.0
171.8,144,2014-07-11,1.333,5.0
149.9,119,2014-07-12,0.0,0.0
131.0,86,2014-07-13,2.0,7.0
113.0,62,2014-07-14,2.333,9.0
103.9,18,2014-07-15,1.333,5.0
95.1,10,2014-07-16,0.667,3.0
91.5,0,2014-07-17,1.0,4.0
91.4,15,2014-07-18,0.333,2.0
88.9,35,2014-07-19,0.0,0.0
89.9,35,2014-07-20,0.667,3.0
93.0,17,2014-07-21,1.667,6.0
95.5,39,2014-07-22,1.667,6.0
102.2,65,2014-07-23,2.333,9.0
107.4,62,2014-07-24,0.667,3.0
109.9,64,2014-07-25,0.333,2.0
120.1,58,2014-07-26,0.667,3.0
125.2,78,2014-07-27,1.0,4.0
136.3,109,2014-07-28,1.333,5.0
146.0,137,2014-07-29,0.333,2.0
156.6,122,2014-07-30,0.333,2.0
161.1,131,2014-07-31,2.0,7.0
173.5,165,2014-08-01,3.333,18.0
160.2,165,2014-08-02,1.667,6.0
156.2,153,2014-08-03,2.0,7.0
143.3,146,2014-08-04,3.333,18.0
143.3,128,2014-08-05,1.667,6.0
140.5,113,2014-08-06,0.667,3.0
140.0,123,2014-08-07,1.333,5.0
126.4,89,2014-08-08,0.333,2.0
116.3,83,2014-08-09,0.333,2.0
111.3,62,2014-08-10,2.0,7.0
107.3,69,2014-08-11,3.333,18.0
106.8,75,2014-08-12,3.667,22.0
105.6,79,2014-08-13,1.0,4.0
105.4,86,2014-08-14,2.0,7.0
116.0,107,2014-08-15,1.333,5.0
114.8,109,2014-08-16,0.667,3.0
117.9,116,2014-08-17,1.0,4.0
113.3,105,2014-08-18,1.0,4.0
113.3,93,2014-08-19,5.333,56.0
121.1,102,2014-08-20,1.667,6.0
131.3,120,2014-08-21,1.667,6.0
129.3,125,2014-08-22,0.667,3.0
134.9,150,2014-08-23,0.667,3.0
135.3838375686582,149,2014-08-24,0.0,0.0
135.39008728730812,116,2014-08-25,0.667,3.0
130.8,86,2014-08-26,1.0,4.0
125.3,95,2014-08-27,3.333,18.0
121.0,82,2014-08-28,2.333,9.0
122.5,66,2014-08-29,3.667,22.0
125.5,76,2014-08-30,1.667,6.0
127.1,82,2014-08-31,3.667,22.0
128.9,96,2014-09-01,2.667,12.0
138.7,110,2014-09-02,3.0,15.0
140.1,102,2014-09-03,2.0,7.0
148.4,120,2014-09-04,1.333,5.0
146.3,116,2014-09-05,2.667,12.0
159.8,142,2014-09-06,2.667,12.0
162.6,165,2014-09-07,0.333,2.0
166.3,154,2014-09-08,2.0,7.0
161.6,175,2014-09-09,2.333,9.0
177.0,169,2014-09-10,3.0,15.0
153.4,160,2014-09-11,3.333,18.0
154.0,126,2014-09-12,6.333,94.0
146.9,125,2014-09-13,1.333,5.0
141.0,104,2014-09-14,0.0,0.0
134.4,94,2014-09-15,0.667,3.0
134.1,114,2014-09-16,2.667,12.0
134.2,123,2014-09-17,2.0,7.0
121.3,82,2014-09-18,2.667,12.0
122.8,79,2014-09-19,2.333,9.0
120.1,80,2014-09-20,1.0,4.0
124.9,95,2014-09-21,1.0,4.0
136.8,101,2014-09-22,1.667,6.0
139.1,119,2014-09-23,2.333,9.0
145.6,108,2014-09-24,4.0,27.0
167.8,144,2014-09-25,3.0,15.0
171.0,165,2014-09-26,3.0,15.0
182.2,181,2014-09-27,1.0,4.0
181.8,193,2014-09-28,1.0,4.0
175.6,180,2014-09-29,2.667,12.0
162.6,178,2014-09-30,2.333,9.0
155.4,135,2014-10-01,2.0,7.0
149.3,126,2014-10-02,2.333,9.0
136.9,117,2014-10-03,0.333,2.0
127.6,105,2014-10-04,1.667,6.0
128.4,89,2014-10-05,1.0,4.0
129.9,68,2014-10-06,2.667,12.0
125.2,68,2014-10-07,1.0,4.0
126.2,74,2014-10-08,2.667,12.0
118.6,59,2014-10-09,2.0,7.0
120.4,36,2014-10-10,1.667,6.0
111.6,30,2014-10-11,0.333,2.0
110.0,30,2014-10-12,0.667,3.0
112.6,42,2014-10-13,2.667,12.0
131.9,74,2014-10-14,5.0,48.0
125.0,89,2014-10-15,0.667,3.0
138.0,70,2014-10-16,3.0,15.0
144.8,64,2014-10-17,3.0,15.0
171.1,61,2014-10-18,3.0,15.0
171.7,92,2014-10-19,1.333,5.0
202.2,110,2014-10-20,3.667,22.0
197.1,107,2014-10-21,2.333,9.0
214.2,123,2014-10-22,1.667,6.0
224.8,132,2014-10-23,2.0,7.0
215.4,138,2014-10-24,1.667,6.0
216.8,136,2014-10-25,1.0,4.0
